client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
15f5a9d312a82202d92acd974aa4527c1595c413b6f2b5358b799445ec94fd8370ea65dd26f567e7a8a456f59ca6a53a41dbb3ed60128ee272241c8018e05652	common_voice_pl_41651589.mp3	21db202d4f73edd3099a0e17f63fb7e492972fe1b8d018d032ce3abcfc9ebd50	Inne kraje mają ustawodawstwo, ale nie zostało ono wdrożone, lub nie jest przestrzegane		2	0					pl	
1920576b8b86fe672434c0ef9104a5cbe7f6a4f11dcc1866c5a219ff62412616ea7b6e92a7ecdeca41feb52392ae945925c6d3547bdba08ef391c09a293c097d	common_voice_pl_41570312.mp3	0f7ca1920c208861c277c760c807fcd79599728706410818fe0a7df406d602c5	"Niech-że mnie Bóg pokarze, jeśli ja was starego i chorego tu opuszczę."		2	0					pl	
907b82b44291b36999bf71294dd45b152e5414efc18ebd176b1abff6f21941a812f07b15978921f6f700f3559742c3457b28bf286b7675f1ca653a291a3f30dc	common_voice_pl_41826276.mp3	0716cfcdae056e505be1c6ec39090c292fbc59183e297f07dd2f5a8b548435c2	Każda z tych metod pozwala na uzyskanie innej perspektywy na organizację i jej otoczenie.		2	0					pl	
f32918f52b76d3c7dac8e37e247a21747251a234dc9e3ea2a9f82c46c7cf2a28137de8051200922b3498c222738f7353c103bd10e5c6de4de7c6568ffe0c23e8	common_voice_pl_41655577.mp3	22e30f34f7dbab94284f9876b20832382d516f849d92da4de91e522af6ce5840	W procesie selekcji nie zastosowano żadnych kryteriów dotyczących wiedzy specjalistycznej		2	0					pl	
5c8719e3c12aa2a142f30d5b71cde2b628dcb4718f31ec678f02d16bfbf0b93eedb0b188787dce30a45ac150b7a8b70c89e104ecc037c2a9e57620a0448077f2	common_voice_pl_41694903.mp3	238c0d6bfdc4ac07bc11d46d6833a88ef2f07eadad747f6a6b64aea8483d5bf0	Zapewniam, że niektóre państwa członkowskie doznają tu przykrego przebudzenia		2	0					pl	
5c8719e3c12aa2a142f30d5b71cde2b628dcb4718f31ec678f02d16bfbf0b93eedb0b188787dce30a45ac150b7a8b70c89e104ecc037c2a9e57620a0448077f2	common_voice_pl_41694910.mp3	233f5340331c79f2ee14e542c7d0ce20aa624d667c0ec9a1a90672a9e9ad957b	Europejska inicjatywa obywatelska będzie potężnym narzędziem kształtowania polityki Unii Europejskiej		2	0					pl	
90af05d2d65e3f994bc36ee6558005b1700e866ae59fc1f1a83c2c44b7b8d469f160873f2fce5a9c3f7b947ae9292e9f1d6092e53368432b1e1dca458f48b0b5	common_voice_pl_41650487.mp3	23463242f1a2f225235b110905b2b90b7a6b1b2833ac8bffafd7d25c27a78dfc	Jest jeszcze jedna mała zmiana		2	0					pl	
90af05d2d65e3f994bc36ee6558005b1700e866ae59fc1f1a83c2c44b7b8d469f160873f2fce5a9c3f7b947ae9292e9f1d6092e53368432b1e1dca458f48b0b5	common_voice_pl_41650489.mp3	2348cceb393f049b3cb5f6716155b6cfb9fd14ad0430dfa56d40d6dd4fea8314	Od lat Somalia jest terenem brutalnych walk		2	0					pl	
aaf7295c2f76c271ad3cb7267bb9a9c0dbda980edc6c46dd29d79fbfdb1164d7c41b48682e00c2766fff6b5aa01a3ead02a62e264803aec3a5052c40846eaf97	common_voice_pl_41653551.mp3	237ad7ec852699de4fd80c87ef5ce2ecf89aa2937c6af790f50aeead8152a15b	Chciałbym poruszyć jeden bardzo krótki punkt w porządku dziennym		2	0					pl	
aaf7295c2f76c271ad3cb7267bb9a9c0dbda980edc6c46dd29d79fbfdb1164d7c41b48682e00c2766fff6b5aa01a3ead02a62e264803aec3a5052c40846eaf97	common_voice_pl_41653553.mp3	22d00b7b4ae734bd1c2bb2a9c8ff4feac79ae284f25d4702de8dff9452353523	Gdybyśmy ich słuchali, Irlandia nie byłaby członkiem Unii Europejskiej		2	0					pl	
