client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
0bb435267405db2e13edb8c7a585c275864410d4324fba8953cd564cf231489412029ac221fce155ffa46fdefe78c62d186f42c6f79368e3a07d3f603375fd6d	common_voice_pl_39880035.mp3	1e4d901383a5ba54c5921f45f04b4a8b31dd545ab2f39b30761a676200005c8c	Kiedy studiowałem prawo europejskie, zakres uprawnień w zakresie współdecydowania był zupełnie inny niż dziś		2	1			test		pl	
0df23af0093898dde8a85c780cf1f26f544c710a8074c8293fed1dac52302d8ed618bf8057bc169e0ac6baad2b89d3324d46f9791fcb869f6dc6e0259b7ccbc3	common_voice_pl_40176641.mp3	1e808253c163aa7e2f962184815a40a106e6eecedae1c9cb1f1d5c0069ff0867	Nie umiałabym, szczerze mówiąc, udzielić odpowiedzi, gdyby zadano mi takie pytanie		2	0	thirties	male_masculine			pl	
3d35da6aae74589a5af4d8292798566c2915cbf198874c2f7e502c402b724f79cce0076497a861fe8262742b913d9cdd55714a36b090ea6db917ab7442f8c24b	common_voice_pl_40026484.mp3	1d747e598168558fd1cee2cd05257495e06565a83f6e4d93fa4edd4aab6603af	Nierzadko bowiem owe fundusze publiczne znikają w kieszeniach grup przestępczych, skorumpowanych polityków oraz mafii		2	0	twenties	male_masculine			pl	
9eb4a538822224ca3e4384135527820d5958352a74317a4496353e56063daffcf4884656a20b86da6a73280600731b03b93835bb308654513aa0c99815755ac9	common_voice_pl_40116441.mp3	1dc897d6dff732fcb57a3789ca32076243cfdaa18235aaea19f76678f43e89bc	Reforma tego rodzaju jest zdecydowanie opóźniona		2	0					pl	
079413f59f184bfa8300af3cda090fc5f4e9ec3ef0bda89ff87b3098852b44189056c5c4517529aa2fe68ccbb6dff74b4dd9d02a825bd6fb88dce2706a958759	common_voice_pl_39592898.mp3	1dc34e5fad2a7559e6f47d1ad9a7c7df182cbf07efbe4293c1f6405db97400c5	Musimy pokazać, że potrafimy chronić zdrowie obywateli i trwałość środowiska		2	0					pl	
079413f59f184bfa8300af3cda090fc5f4e9ec3ef0bda89ff87b3098852b44189056c5c4517529aa2fe68ccbb6dff74b4dd9d02a825bd6fb88dce2706a958759	common_voice_pl_39592903.mp3	1ce6ece5c648ea3b1e5e713b5a1595f4ed36bdcc8424066e56b9132d0858cf9f	Właśnie tutaj potrzebne są euroobligacje		2	0					pl	
1342080bdb488acd807ed21cebf1d55587229047121d4e6b5e2c634ea241d46099e52bc2a4465a3a05a7a641089c482b6b780110dde7688f5dee04aa574f39e5	common_voice_pl_40083927.mp3	02c1d38281915484d7e73507080b25f4c235e1bc376b3a5484cace470822966b	"ale nie tak prędko ustaną."		2	0					pl	
1342080bdb488acd807ed21cebf1d55587229047121d4e6b5e2c634ea241d46099e52bc2a4465a3a05a7a641089c482b6b780110dde7688f5dee04aa574f39e5	common_voice_pl_40083940.mp3	0821938ff0b8cf7c5173d5ff15ccbfc2e2549c225a091a2328b9ebb673d7fe2c	"Niesprawiedliwość dopóty będzie władać światem, dopóki nowy Napoleon nie urośnie."		2	0					pl	
145613ce303768336b8282fdded7b36b8bbafabb493a33e36c10826ac5300d555043ab37c2c6449efc09e7558a70862dd98430f89cd9e6ad80c1facd0b6c0fe3	common_voice_pl_39600188.mp3	1db1d1f759ec12a149ee5481411d00803511861cb2b15c8e5a26d31f9e57c2cd	Nie zaprzeczamy temu		2	0					pl	
145613ce303768336b8282fdded7b36b8bbafabb493a33e36c10826ac5300d555043ab37c2c6449efc09e7558a70862dd98430f89cd9e6ad80c1facd0b6c0fe3	common_voice_pl_39600190.mp3	1bf9f06fe231173d418cdcea440168a1e85de83b976a5a4e40bd7e1c32301237	Oczywiście liberalizacja gospodarki jest celem, do którego należy dążyć stopniowo		2	0					pl	
150ade80d1664226bdffc947bedf027082095c119c46f5bcf9d33e1484f4d588d3fa38d387dc343bae8eda6ceada5db199df5935206813713e3f328bf647f591	common_voice_pl_39595956.mp3	1d6c57f74dbec2012dcea5f6d133dc16840b6e0a2466b84554422eebaba1164b	Chciałbym podziękować Parlamentowi za okazanie swojego wsparcia dla propozycji Komisji z sierpnia		2	0			Typowy polski		pl	
150ade80d1664226bdffc947bedf027082095c119c46f5bcf9d33e1484f4d588d3fa38d387dc343bae8eda6ceada5db199df5935206813713e3f328bf647f591	common_voice_pl_39595958.mp3	1ce9b4232e54cc035f4a5e7e31468f500afe77e108383eb1744a8e13d9914c58	Sądzę, że to zobowiązanie zostało bardzo czytelnie sformułowane na poprzednich szczytach		2	0			Typowy polski		pl	
